fichier;source;artiste_fichier;titre_fichier;resultat;score;artiste_discogs;titre_discogs;genre;style;annee;label;release_id
2022-11-12 slsk\DJ Acapellas - Boombastic (Acapella Version).flac;tags;DJ Acapellas;Boombastic (Acapella Version);NON;0.0;;;;;;;
2022-11-12 slsk\Dancing_Queen_Acapella.wav;aucune;;;SANS TAG;;;;;;;;
2022-11-12 slsk\Felix Da Housecat - Silver Screen Shower Scene (Accapella).mp3;tags;Felix Da Housecat;Silver Screen - Shower Scene (Accapella);MATCH;90.3;Felix Da Housecat;Silver Screen Shower Scene;Electronic;Electro/Tech House;2001;City Rockers;7862
2022-11-12 slsk\Hard Rock Sofa - Rasputin (Studio Acapella).mp3;tags;Hard Rock Sofa;Rasputin (Studio Acapella);NON;70.0;Hard Rock Sofa;Rasputin;;;;;
2022-11-12 slsk\Hunter S. Thompson - 05 - Paranoid Terror, A Flashing Of Knives And Green Water.mp3;tags;Hunter S. Thompson;Paranoid Terror,  A Flashing o;NON;82.0;Hunter S. Thompson;Paranoid Terror...A Flashing Of Knives And Green Water;;;;;
2022-11-12 slsk\Katy Perry - Hot N' Cold (acapella).mp3;tags;Katy Perry;Hot N' Cold (acapella);MATCH;100.0;Katy Perry;Hot N Cold (Acapella);Electronic/Rock/Pop;Pop Rock/Dance-pop/House;2009;Capitol Records;1983337
2022-11-12 slsk\Mamma_Mia_Vocals.wav;aucune;;;SANS TAG;;;;;;;;
2022-11-12 slsk\Mylo - Drop The Pressure (Acapella).mp3;tags;Mylo;Drop The Pressure (Acapella);MATCH;100.0;Mylo;Drop The Pressure (Acapella);Electronic;House/Electro;2009;Not On Label;2791477
2022-11-12 slsk\Rick James - Super Freak(acapella).mp3;nom de fichier;Rick James;Super Freak(acapella);NON;82.6;Rick James;Super Freak;;;;;
2022-11-12 slsk\Stayin' Alive (Acapella).mp3;tags;Bee Gees;Stayin' Alive (Acapella);NON;83.6;Bee Gees;Stayin' Alive;;;;;
2022-11-12 slsk\Supermode - Tell Me Why (Acapella).mp3;tags;Acapella Heaven;Tell Me Why_A3;NON;0.0;;;;;;;
2022-11-12 slsk\Whores In This House (Acapella In).mp3;tags;Frank Ski;Whores In This House (Acapella In);MATCH;86.2;Frank Ski;Whores In This House;Electronic;Baltimore Club;1992;Deco Records;84902
2022-11-12 slsk\deadmau5 - Limit Break (DJ Tool).flac;tags;deadmau5;Limit Break (DJ Tool);NON;66.7;Deadmau5;Outta My Life (Deep Dub Mix);;;;;
2022-11-12 slsk\dj t. - dis (kink 909 tool).mp3;tags;DJ T.;Dis (KiNK 909 Tool);MATCH;100.0;DJ T.;Dis (Kink 909 Tool);Electronic;Tech House;2010;Get Physical Music;2321400
2022-11-12 slsk\earth_wind_fire_-_september_(acapella).mp3;nom de fichier;earth_wind_fire;september_(acapella);NON;0.0;;;;;;;
2022-11-12 slsk\faithless_-_insomnia_(the_remarkable_sequence)(dj_tool).mp3;tags;Faithless;insomnia_(the_remarkable_sequence)(dj_tool);NON;68.1;Faithless;One Step Too Far (Rollo & Sister Bliss Mix);;;;;
2022-11-12 slsk\martin luther king-i have a dream (Accapella - Acapella - Vocals) (Accapellas and more at DJMixSource.com).mp3;tags;Martin Luther King;I have a dream;MATCH;94.3;Dr. Martin Luther King, Jr.;I Have A Dream;Non-Music;Speech;;The King Center;669652
2022-11-12 slsk\minimal funk - definition of house (acapella).mp3;nom de fichier;minimal funk;definition of house (acapella);MATCH;88.7;Minimal Funk;Definition Of House (Accapella Wet Re-Edit);Electronic;House;2002;Vendetta Records;438328
2022-11-12 slsk\technotronic_-_pump_up_the_jam_(acapella).mp3;nom de fichier;technotronic;pump_up_the_jam_(acapella);NON;0.0;;;;;;;
2022-11-13 slsk\afrika_bambaataa-funky_heroes.mp3;tags;afrika_bambaataa;funky_heroes;MATCH;100.0;Afrika Bambaataa;Funky Heroes;Electronic;Progressive House/House/Big Beat;2002;Bonzai Records;51449
2022-11-13 slsk\basement_jaxx-do_your_thing.mp3;tags;basement_jaxx;do_your_thing;MATCH;100.0;Basement Jaxx;Do Your Thing;Electronic;House;2001;XL Recordings;7194
2022-11-13 slsk\basement_jaxx-where's_your_head_at.mp3;tags;basement_jaxx;where's_your_head_at;MATCH;100.0;Basement Jaxx;Where's Your Head At;Electronic;House/Garage House;2001;Atlantic Jaxx;5417
2022-11-13 slsk\corona-rhythm_of_the_night.mp3;tags;corona;rhythm_of_the_night;MATCH;100.0;Corona;Rhythm Of The Night;Electronic;Hi NRG/Euro House;1996;Airplay Records;1047182
2022-11-13 slsk\danny_tenaglia-music_is_the_answer.mp3;tags;danny_tenaglia;music_is_the_answer;MATCH;100.0;Danny Tenaglia;Music Is The Answer;Electronic;House/Electro/Deep House;1999;Boxed;4460
2022-11-13 slsk\danny_tenaglia-the_voice.mp3;tags;danny_tenaglia;the_voice;MATCH;100.0;Danny Tenaglia;(The Voice);Electronic;Tribal House/Deep House;1997;Twisted World;101126
2022-11-13 slsk\eddie_amador-rise_pt1.mp3;tags;eddie_amador;rise_pt1;NON;80.0;Eddie Amador;Rise;;;;;
2022-11-13 slsk\eddie_amador-rise_pt2.mp3;tags;eddie_amador;rise_pt2;NON;80.0;Eddie Amador;Rise;;;;;
2022-11-22 INPT Selection Romain\Ben Sterling - Rok The House.mp3;tags;Ben Sterling;Rok The House;NON;0.0;;;;;;;
2022-11-22 INPT Selection Romain\Gesaffelstein - Control Movement (Original Mix).mp3;tags;Gesaffelstein;Control Movement (Original Mix);MATCH;100.0;Gesaffelstein;Control Movement;Electronic;Electro;2011;Bromance Records;3247912
2022-11-22 INPT Selection Romain\House Divided - Where the Beats Go Low_(Original Mix).mp3;tags;House Divided;Where the Beats Go Low (Original Mix);NON;56.0;House Divided;Want You;;;;;
2022-11-22 INPT Selection Romain\Mancodex - Nation Under Lasers_(Extended Mix).mp3;tags;Mancodex;Nation Under Lasers (Extended Mix);NON;0.0;;;;;;;
2022-11-22 INPT Selection Romain\Warden - About You (ft. Medicienne).wav;nom de fichier;Warden;About You (ft. Medicienne);NON;0.0;;;;;;;
2023-01-03\01-dub_pepper_and_katyagur-creolo.mp3;tags;Dub Pepper & KatyaGur;Creolo;NON;0.0;;;;;;;
2023-01-03\046. Djuma Soundsystem & Westerby - Koma Kobache (Original Mix).mp3;tags;Djuma Soundsystem & Westerby;Koma Kobache (Original Mix);NON;75.1;Djuma Soundsystem;Koma Kobache (Rey&Kjavik Remix);;;;;
2023-01-03\05 - Low - Especially Me.mp3;tags;Low;Especially Me;MATCH;100.0;Low;Especially Me;Rock;Alternative Rock/Indie Rock;2011;Sub Pop;2761992
2023-01-03\06-the_toxic_avenger-bien_cordialement_(feat._simone).mp3;tags;The Toxic Avenger;Bien cordialement (feat. Simone);MATCH;100.0;Toxic Avenger;Bien Cordialement;Electronic;Synth-pop/Synthwave/Electro/House;2022;Enchanté Records (2);25144264
2023-01-03\093. Nopopstar - Alladin.mp3;tags;Nopopstar;Alladin;NON;0.0;;;;;;;
2023-01-03\19. Klunsh - Imaona.mp3;tags;Klunsh;Imaona;NON;0.0;;;;;;;
2023-01-03\86. Simone Burrini - Moringa (Original Mix).mp3;tags;Simone Burrini;Moringa (Original Mix);NON;0.0;;;;;;;
2023-01-03\Ashee - Techno Face (Original Mix) - www.electronicfresh.com.mp3;tags;Ashee;Techno Face (Original Mix);MATCH;100.0;Ashee;Techno Face;Electronic;Techno;2020;Life And Death;15266785
2023-01-03\DJ Skif - Future (Original Mix).mp3;tags;DJ Skif;Future (Original Mix);NON;0.0;;;;;;;
2023-01-03\Fake Mood - Insomnia (Zakir Remix) [Highway Records].mp3;tags;Fake Mood;Insomnia (Zakir Remix);NON;0.0;;;;;;;
2023-01-03\The Swiss - Bubble Bath.mp3;tags;The Swiss;Bubble Bath;MATCH;100.0;The Swiss;Bubble Bath;Electronic/Funk / Soul;Electro/Synth-pop/Italodance/Electro House;2009;Modular Recordings;2316031
2023-01-29\01. Flowidus, T95, Dread MC - Bad Behaviour.mp3;tags;Flowidus, T95, Dread MC;Bad Behaviour;NON;0.0;;;;;;;
2023-01-29\01. Township Rebellion, Victor Pilava - Bohemia (Original Mix).mp3;tags;Township Rebellion, Victor Pilava;Bohemia (Original Mix);NON;0.0;;;;;;;
2023-01-29\ACRAZE - Do It To It (Sub Focus Remix).mp3;tags;ACRAZE;Do It To It (Sub Focus Remix);MATCH;100.0;ACRAZE;Do It To It (Sub Focus Remix);Electronic;Drum n Bass/House;2022;Thrive Music;23845940
2023-01-29\Alcemist - Stars On The Roof (feat. MoMo).mp3;tags;Alcemist, Momo;Stars On The Roof (feat. MoMo);MATCH;100.0;Alcemist;Stars On The Roof;Electronic;Drum n Bass;2023;DnB Allstars Records;28558567
2023-01-29\Argy, ARTBAT, Zafrir - Tibet (Original Mix) [UPPERGROUND].mp3;tags;Argy, ARTBAT, Zafrir;Tibet (Original Mix) ;NON;0.0;;;;;;;
2023-01-29\Azzecca - Other Side (Extended).mp3;tags;Azzecca;Other Side (Extended);MATCH;100.0;Azzecca;Other Side;Electronic;Techno/Tech House;2022;Higher Ground (5);24981001
2023-01-29\ESSEL - Lennon (Extended Mix) [Toolroom].mp3;tags;ESSEL;Lennon (Extended Mix) ;NON;0.0;;;;;;;
2023-01-29\Grafix - Submarine - 01 - Submarine.mp3;tags;Grafix & Flowidus;Submarine;NON;0.0;;;;;;;
2023-01-29\HI-LO, Space 92 - Mercury (Original Mix).mp3;tags;HI-LO, Space 92;Mercury (Original Mix);MATCH;100.0;Space (3);Mercury;Electronic;Ambient;1990;KLF Communications;116942
2023-01-29\Klimate, lewp - I Wanna Love (Original Mix).mp3;tags;Klimate, lewp;I Wanna Love (Original Mix);NON;0.0;;;;;;;
2023-01-29\Miss Monique - Concorde (Original Mix).mp3;tags;Miss Monique;Concorde (Original Version);MATCH;100.0;Miss Monique;Concorde;Electronic;Progressive House/Tech House;2023;Cercle Records (2);26396162
2023-01-29\Silver Panda - Soul Connection.mp3;tags;Silver Panda;Soul Connection;NON;0.0;;;;;;;
2023-01-29\Silver Panda - We Call This Acid (Original Mix).mp3;tags;Silver Panda;We Call This Acid;MATCH;100.0;Silver Panda;We Call This Acid;Electronic;Progressive House/Acid;2022;Panda Lab Records;29657059
2023-01-29\Supermode - Tell Me Why (MEDUZA Extended Remix) [Axtone Records].mp3;tags;Supermode;Tell Me Why (MEDUZA Extended Remix);MATCH;100.0;Supermode;Tell Me Why (MEDUZA Extended Remix);Electronic;Progressive House;2022;Axtone Records;24392870
2023-01-29\The YellowHeads, HLGRMS - Silence (Original Mix).mp3;tags;The YellowHeads, HLGRMS;Silence;NON;0.0;;;;;;;
